Year,Country / territory of asylum/residence,Origin,Population type,Value
2012,Libya,Syrian Arab Rep.,Asylum-seekers,3794
2012,Sri Lanka,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2012,Lithuania,Syrian Arab Rep.,Asylum-seekers,5
2012,Lithuania,Syrian Arab Rep.,Refugees (incl. refugee-like situations),5
2012,Latvia,Syrian Arab Rep.,Asylum-seekers,15
2012,Latvia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),17
2012,"China, Macao SAR",Syrian Arab Rep.,Asylum-seekers,1
2012,Morocco,Syrian Arab Rep.,Asylum-seekers,842
2012,Rep. of Moldova,Syrian Arab Rep.,Asylum-seekers,33
2012,Rep. of Moldova,Syrian Arab Rep.,Refugees (incl. refugee-like situations),55
2012,Mexico,Syrian Arab Rep.,Refugees (incl. refugee-like situations),2
2012,The former Yugoslav Republic of Macedonia,Syrian Arab Rep.,Asylum-seekers,1
2012,Malta,Syrian Arab Rep.,Asylum-seekers,139
2012,Malta,Syrian Arab Rep.,Refugees (incl. refugee-like situations),191
2012,Montenegro,Syrian Arab Rep.,Asylum-seekers,7
2012,Malaysia,Syrian Arab Rep.,Asylum-seekers,83
2012,Malaysia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),4
2012,Niger,Syrian Arab Rep.,Asylum-seekers,6
2012,Nigeria,Syrian Arab Rep.,Asylum-seekers,1
2012,Netherlands,Syrian Arab Rep.,Asylum-seekers,231
2012,Netherlands,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1449
2012,Norway,Syrian Arab Rep.,Asylum-seekers,306
2012,Norway,Syrian Arab Rep.,Refugees (incl. refugee-like situations),565
2012,New Zealand,Syrian Arab Rep.,Asylum-seekers,3
2012,New Zealand,Syrian Arab Rep.,Refugees (incl. refugee-like situations),41
2012,Oman,Syrian Arab Rep.,Asylum-seekers,4
2012,Oman,Syrian Arab Rep.,Refugees (incl. refugee-like situations),7
2012,Pakistan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),11
2012,Philippines,Syrian Arab Rep.,Asylum-seekers,5
2012,Poland,Syrian Arab Rep.,Asylum-seekers,83
2012,Poland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),17
2012,Portugal,Syrian Arab Rep.,Asylum-seekers,9
2012,Qatar,Syrian Arab Rep.,Asylum-seekers,1
2012,Qatar,Syrian Arab Rep.,Refugees (incl. refugee-like situations),8
2012,Romania,Syrian Arab Rep.,Asylum-seekers,10
2012,Romania,Syrian Arab Rep.,Refugees (incl. refugee-like situations),152
2012,Russian Federation,Syrian Arab Rep.,Asylum-seekers,91
2012,Russian Federation,Syrian Arab Rep.,Others of concern,1400
2012,Russian Federation,Syrian Arab Rep.,Refugees (incl. refugee-like situations),53
2012,Saudi Arabia,Syrian Arab Rep.,Asylum-seekers,12
2012,Saudi Arabia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),14
2012,Sudan,Syrian Arab Rep.,Asylum-seekers,32
2012,Serbia and Kosovo (S/RES/1244 (1999)),Syrian Arab Rep.,Asylum-seekers,49
2012,Slovakia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),24
2012,Slovenia,Syrian Arab Rep.,Asylum-seekers,8
2012,Slovenia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),2
2012,Sweden,Syrian Arab Rep.,Asylum-seekers,3751
2012,Sweden,Syrian Arab Rep.,Refugees (incl. refugee-like situations),6051
2012,Syrian Arab Rep.,Syrian Arab Rep.,Internally displaced persons,2016500
2012,Chad,Syrian Arab Rep.,Refugees (incl. refugee-like situations),4
2012,Togo,Syrian Arab Rep.,Asylum-seekers,8
2012,Togo,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2012,Thailand,Syrian Arab Rep.,Asylum-seekers,60
2012,Thailand,Syrian Arab Rep.,Refugees (incl. refugee-like situations),10
2012,Tunisia,Syrian Arab Rep.,Asylum-seekers,30
2012,Tunisia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),6
2012,Turkey,Syrian Arab Rep.,Asylum-seekers,200
2012,Turkey,Syrian Arab Rep.,Refugees (incl. refugee-like situations),248466
2012,United Rep. of Tanzania,Syrian Arab Rep.,Asylum-seekers,1
2012,Uganda,Syrian Arab Rep.,Asylum-seekers,1
2012,Ukraine,Syrian Arab Rep.,Asylum-seekers,453
2012,Ukraine,Syrian Arab Rep.,Refugees (incl. refugee-like situations),63
2012,United States of America,Syrian Arab Rep.,Asylum-seekers,367
2012,United States of America,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1425
2012,Yemen,Syrian Arab Rep.,Asylum-seekers,131
2012,Yemen,Syrian Arab Rep.,Refugees (incl. refugee-like situations),42
2012,South Africa,Syrian Arab Rep.,Asylum-seekers,8
2012,South Africa,Syrian Arab Rep.,Refugees (incl. refugee-like situations),2
2013,Angola,Syrian Arab Rep.,Asylum-seekers,1
2013,Albania,Syrian Arab Rep.,Asylum-seekers,15
2013,United Arab Emirates,Syrian Arab Rep.,Asylum-seekers,14
2013,United Arab Emirates,Syrian Arab Rep.,Refugees (incl. refugee-like situations),16
2013,Argentina,Syrian Arab Rep.,Asylum-seekers,12
2013,Argentina,Syrian Arab Rep.,Refugees (incl. refugee-like situations),159
2013,Armenia,Syrian Arab Rep.,Asylum-seekers,42
2013,Armenia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),11090
2013,Antigua and Barbuda,Syrian Arab Rep.,Asylum-seekers,1
2013,Australia,Syrian Arab Rep.,Asylum-seekers,139
2013,Australia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),265
2013,Austria,Syrian Arab Rep.,Asylum-seekers,1561
2013,Austria,Syrian Arab Rep.,Refugees (incl. refugee-like situations),2748
2013,Azerbaijan,Syrian Arab Rep.,Asylum-seekers,6
2013,Azerbaijan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),9
2013,Belgium,Syrian Arab Rep.,Asylum-seekers,378
2013,Belgium,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1987
2013,Benin,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2013,Bulgaria,Syrian Arab Rep.,Asylum-seekers,2500
2013,Bulgaria,Syrian Arab Rep.,Refugees (incl. refugee-like situations),2104
2013,Bosnia and Herzegovina,Syrian Arab Rep.,Asylum-seekers,18
2013,Bosnia and Herzegovina,Syrian Arab Rep.,Refugees (incl. refugee-like situations),48
2013,Belarus,Syrian Arab Rep.,Asylum-seekers,25
2013,Belarus,Syrian Arab Rep.,Refugees (incl. refugee-like situations),35
2013,Bolivia (Plurinational State of),Syrian Arab Rep.,Refugees (incl. refugee-like situations),3
2013,Brazil,Syrian Arab Rep.,Asylum-seekers,70
2013,Brazil,Syrian Arab Rep.,Refugees (incl. refugee-like situations),333
2013,Barbados,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2013,Canada,Syrian Arab Rep.,Asylum-seekers,435
2013,Canada,Syrian Arab Rep.,Refugees (incl. refugee-like situations),592
2013,Switzerland,Syrian Arab Rep.,Asylum-seekers,2849
2013,Switzerland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),2012
2013,Chile,Syrian Arab Rep.,Asylum-seekers,5
2013,Chile,Syrian Arab Rep.,Refugees (incl. refugee-like situations),5
2013,China,Syrian Arab Rep.,Asylum-seekers,1
2013,Côte d'Ivoire,Syrian Arab Rep.,Asylum-seekers,12
2013,Côte d'Ivoire,Syrian Arab Rep.,Refugees (incl. refugee-like situations),2
2013,Cameroon,Syrian Arab Rep.,Asylum-seekers,7
2013,Cameroon,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2013,Dem. Rep. of the Congo,Syrian Arab Rep.,Asylum-seekers,2
2013,Colombia,Syrian Arab Rep.,Asylum-seekers,1
2013,Colombia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),2
2013,Costa Rica,Syrian Arab Rep.,Asylum-seekers,4
2013,Costa Rica,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2013,Cuba,Syrian Arab Rep.,Refugees (incl. refugee-like situations),24
2013,Curaçao,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2013,Cyprus,Syrian Arab Rep.,Asylum-seekers,1319
2013,Cyprus,Syrian Arab Rep.,Refugees (incl. refugee-like situations),316
2013,Czech Rep.,Syrian Arab Rep.,Asylum-seekers,25
2013,Czech Rep.,Syrian Arab Rep.,Refugees (incl. refugee-like situations),149
2013,Germany,Syrian Arab Rep.,Asylum-seekers,10566
2013,Germany,Syrian Arab Rep.,Refugees (incl. refugee-like situations),21253
2013,Djibouti,Syrian Arab Rep.,Asylum-seekers,1
2013,Denmark,Syrian Arab Rep.,Asylum-seekers,86
2013,Denmark,Syrian Arab Rep.,Refugees (incl. refugee-like situations),3271
2013,Dominican Rep.,Syrian Arab Rep.,Refugees (incl. refugee-like situations),3
2013,Algeria,Syrian Arab Rep.,Asylum-seekers,1080
2013,Ecuador,Syrian Arab Rep.,Asylum-seekers,4
2013,Ecuador,Syrian Arab Rep.,Refugees (incl. refugee-like situations),11
2013,Egypt,Syrian Arab Rep.,Refugees (incl. refugee-like situations),131659
2013,Spain,Syrian Arab Rep.,Asylum-seekers,743
2013,Spain,Syrian Arab Rep.,Refugees (incl. refugee-like situations),180
2013,Estonia,Syrian Arab Rep.,Asylum-seekers,10
2013,Estonia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),2
2013,Finland,Syrian Arab Rep.,Asylum-seekers,77
2013,Finland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),352
2013,France,Syrian Arab Rep.,Asylum-seekers,343
2013,France,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1474
2013,United Kingdom,Syrian Arab Rep.,Asylum-seekers,641
2013,United Kingdom,Syrian Arab Rep.,Refugees (incl. refugee-like situations),3169
2013,Georgia,Syrian Arab Rep.,Asylum-seekers,26
2013,Georgia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),516
2013,Ghana,Syrian Arab Rep.,Asylum-seekers,55
2013,Ghana,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2013,Greece,Syrian Arab Rep.,Asylum-seekers,1665
2013,Greece,Syrian Arab Rep.,Others of concern,8000
2013,Greece,Syrian Arab Rep.,Refugees (incl. refugee-like situations),195
2013,"China, Hong Kong SAR",Syrian Arab Rep.,Asylum-seekers,2
2013,Croatia,Syrian Arab Rep.,Asylum-seekers,37
2013,Croatia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),22
2013,Hungary,Syrian Arab Rep.,Asylum-seekers,184
2013,Hungary,Syrian Arab Rep.,Refugees (incl. refugee-like situations),141
2013,Indonesia,Syrian Arab Rep.,Asylum-seekers,43
2013,Indonesia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),36
2013,India,Syrian Arab Rep.,Asylum-seekers,12
2013,India,Syrian Arab Rep.,Refugees (incl. refugee-like situations),18
2013,Ireland,Syrian Arab Rep.,Asylum-seekers,15
2013,Ireland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),71
2013,Iraq,Syrian Arab Rep.,Asylum-seekers,1164
2013,Iraq,Syrian Arab Rep.,Refugees (incl. refugee-like situations),212809
2013,Iceland,Syrian Arab Rep.,Asylum-seekers,11
2013,Iceland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),7
2013,Israel,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2013,Italy,Syrian Arab Rep.,Asylum-seekers,278
2013,Italy,Syrian Arab Rep.,Refugees (incl. refugee-like situations),840
2013,Jamaica,Syrian Arab Rep.,Refugees (incl. refugee-like situations),2
2013,Jordan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),585304
2013,Japan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),26
2013,Kazakhstan,Syrian Arab Rep.,Asylum-seekers,22
2013,Kazakhstan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),7
2013,Kyrgyzstan,Syrian Arab Rep.,Asylum-seekers,78
2013,Kyrgyzstan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),14
2013,Cambodia,Syrian Arab Rep.,Asylum-seekers,1
2013,Rep. of Korea,Syrian Arab Rep.,Asylum-seekers,431
2013,Kuwait,Syrian Arab Rep.,Asylum-seekers,8
2013,Kuwait,Syrian Arab Rep.,Refugees (incl. refugee-like situations),13
2013,Lebanon,Syrian Arab Rep.,Asylum-seekers,331
2013,Lebanon,Syrian Arab Rep.,Refugees (incl. refugee-like situations),851284
2013,Liberia,Syrian Arab Rep.,Asylum-seekers,8
2013,Libya,Syrian Arab Rep.,Refugees (incl. refugee-like situations),16796
2013,Saint Lucia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2013,Lithuania,Syrian Arab Rep.,Asylum-seekers,3
2013,Lithuania,Syrian Arab Rep.,Refugees (incl. refugee-like situations),18
2013,Luxembourg,Syrian Arab Rep.,Asylum-seekers,23
2013,Luxembourg,Syrian Arab Rep.,Refugees (incl. refugee-like situations),5
2013,Latvia,Syrian Arab Rep.,Asylum-seekers,12
2013,Latvia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),33
2013,"China, Macao SAR",Syrian Arab Rep.,Asylum-seekers,1
2013,Morocco,Syrian Arab Rep.,Refugees (incl. refugee-like situations),856
2013,Rep. of Moldova,Syrian Arab Rep.,Asylum-seekers,27
2013,Rep. of Moldova,Syrian Arab Rep.,Refugees (incl. refugee-like situations),139
2013,Mexico,Syrian Arab Rep.,Refugees (incl. refugee-like situations),13
2013,The former Yugoslav Republic of Macedonia,Syrian Arab Rep.,Asylum-seekers,205
2013,Malta,Syrian Arab Rep.,Asylum-seekers,102
2013,Malta,Syrian Arab Rep.,Refugees (incl. refugee-like situations),776
2013,Montenegro,Syrian Arab Rep.,Asylum-seekers,60
2013,Mongolia,Syrian Arab Rep.,Asylum-seekers,3
2013,Mauritania,Syrian Arab Rep.,Asylum-seekers,41
2013,Mauritania,Syrian Arab Rep.,Refugees (incl. refugee-like situations),5
2013,Malaysia,Syrian Arab Rep.,Asylum-seekers,720
2013,Malaysia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),101
2013,Niger,Syrian Arab Rep.,Asylum-seekers,1
2013,Niger,Syrian Arab Rep.,Refugees (incl. refugee-like situations),6
2013,Nigeria,Syrian Arab Rep.,Asylum-seekers,10
2013,Nigeria,Syrian Arab Rep.,Refugees (incl. refugee-like situations),9
2013,Netherlands,Syrian Arab Rep.,Refugees (incl. refugee-like situations),3404
2013,Norway,Syrian Arab Rep.,Asylum-seekers,259
2013,Norway,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1311
2013,New Zealand,Syrian Arab Rep.,Asylum-seekers,7
2013,New Zealand,Syrian Arab Rep.,Refugees (incl. refugee-like situations),43
2013,Oman,Syrian Arab Rep.,Asylum-seekers,4
2013,Oman,Syrian Arab Rep.,Refugees (incl. refugee-like situations),7
2013,Pakistan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),13
2013,Peru,Syrian Arab Rep.,Refugees (incl. refugee-like situations),3
2013,Philippines,Syrian Arab Rep.,Asylum-seekers,21
2013,Philippines,Syrian Arab Rep.,Refugees (incl. refugee-like situations),7
2013,Poland,Syrian Arab Rep.,Asylum-seekers,100
2013,Poland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),108
2013,Portugal,Syrian Arab Rep.,Asylum-seekers,8
2013,Portugal,Syrian Arab Rep.,Refugees (incl. refugee-like situations),14
2013,Qatar,Syrian Arab Rep.,Refugees (incl. refugee-like situations),8
2013,Romania,Syrian Arab Rep.,Asylum-seekers,91
2013,Romania,Syrian Arab Rep.,Refugees (incl. refugee-like situations),932
2013,Russian Federation,Syrian Arab Rep.,Asylum-seekers,839
2013,Russian Federation,Syrian Arab Rep.,Others of concern,1400
2013,Russian Federation,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1163
2013,Saudi Arabia,Syrian Arab Rep.,Asylum-seekers,12
2013,Saudi Arabia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),14
2013,Sudan,Syrian Arab Rep.,Asylum-seekers,224
2013,Sudan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),84
2013,Senegal,Syrian Arab Rep.,Asylum-seekers,4
2013,Somalia,Syrian Arab Rep.,Asylum-seekers,8
2013,Serbia and Kosovo (S/RES/1244 (1999)),Syrian Arab Rep.,Asylum-seekers,60
2013,Serbia and Kosovo (S/RES/1244 (1999)),Syrian Arab Rep.,Refugees (incl. refugee-like situations),3
2013,South Sudan,Syrian Arab Rep.,Asylum-seekers,1
2013,Slovakia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),26
2013,Slovenia,Syrian Arab Rep.,Asylum-seekers,2
2013,Slovenia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),9
2013,Sweden,Syrian Arab Rep.,Asylum-seekers,6808
2013,Sweden,Syrian Arab Rep.,Refugees (incl. refugee-like situations),17984
2013,Syrian Arab Rep.,Syrian Arab Rep.,Internally displaced persons,6520800
2013,Chad,Syrian Arab Rep.,Asylum-seekers,2
2013,Chad,Syrian Arab Rep.,Refugees (incl. refugee-like situations),15
2013,Togo,Syrian Arab Rep.,Asylum-seekers,1
2013,Thailand,Syrian Arab Rep.,Asylum-seekers,144
2013,Thailand,Syrian Arab Rep.,Refugees (incl. refugee-like situations),44
2013,Trinidad and Tobago,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2013,Tunisia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),164
2013,Turkey,Syrian Arab Rep.,Asylum-seekers,110
2013,Turkey,Syrian Arab Rep.,Refugees (incl. refugee-like situations),585601
2013,United Rep. of Tanzania,Syrian Arab Rep.,Asylum-seekers,6
2013,Uganda,Syrian Arab Rep.,Asylum-seekers,8
2013,Ukraine,Syrian Arab Rep.,Asylum-seekers,591
2013,Ukraine,Syrian Arab Rep.,Refugees (incl. refugee-like situations),167
2013,Uruguay,Syrian Arab Rep.,Asylum-seekers,1
2013,United States of America,Syrian Arab Rep.,Asylum-seekers,1378
2013,United States of America,Syrian Arab Rep.,Refugees (incl. refugee-like situations),3802
2013,Yemen,Syrian Arab Rep.,Asylum-seekers,1761
2013,Yemen,Syrian Arab Rep.,Refugees (incl. refugee-like situations),54
2013,South Africa,Syrian Arab Rep.,Asylum-seekers,11
2013,South Africa,Syrian Arab Rep.,Refugees (incl. refugee-like situations),8
2013,Zambia,Syrian Arab Rep.,Asylum-seekers,4
2014,Albania,Syrian Arab Rep.,Asylum-seekers,8
2014,Albania,Syrian Arab Rep.,Refugees (incl. refugee-like situations),3
2014,United Arab Emirates,Syrian Arab Rep.,Asylum-seekers,12
2014,United Arab Emirates,Syrian Arab Rep.,Refugees (incl. refugee-like situations),28
2014,Argentina,Syrian Arab Rep.,Asylum-seekers,22
2014,Argentina,Syrian Arab Rep.,Refugees (incl. refugee-like situations),233
2014,Armenia,Syrian Arab Rep.,Asylum-seekers,9
2014,Armenia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),14994
2014,Australia,Syrian Arab Rep.,Asylum-seekers,174
2014,Australia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),302
2014,Austria,Syrian Arab Rep.,Asylum-seekers,4872
2014,Austria,Syrian Arab Rep.,Refugees (incl. refugee-like situations),6653
2014,Azerbaijan,Syrian Arab Rep.,Asylum-seekers,7
2014,Azerbaijan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),7
2014,Belgium,Syrian Arab Rep.,Asylum-seekers,733
2014,Belgium,Syrian Arab Rep.,Refugees (incl. refugee-like situations),2620
2014,Bulgaria,Syrian Arab Rep.,Asylum-seekers,2510
2014,Bulgaria,Syrian Arab Rep.,Refugees (incl. refugee-like situations),8501
2014,Bosnia and Herzegovina,Syrian Arab Rep.,Asylum-seekers,2
2014,Bosnia and Herzegovina,Syrian Arab Rep.,Refugees (incl. refugee-like situations),25
2014,Belarus,Syrian Arab Rep.,Asylum-seekers,48
2014,Belarus,Syrian Arab Rep.,Refugees (incl. refugee-like situations),72
2014,Bolivia (Plurinational State of),Syrian Arab Rep.,Refugees (incl. refugee-like situations),6
2014,Brazil,Syrian Arab Rep.,Asylum-seekers,76
2014,Brazil,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1739
2014,Barbados,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2014,Central African Rep.,Syrian Arab Rep.,Asylum-seekers,8
2014,Canada,Syrian Arab Rep.,Asylum-seekers,184
2014,Canada,Syrian Arab Rep.,Refugees (incl. refugee-like situations),705
2014,Switzerland,Syrian Arab Rep.,Asylum-seekers,3501
2014,Switzerland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),5161
2014,Chile,Syrian Arab Rep.,Asylum-seekers,10
2014,Chile,Syrian Arab Rep.,Refugees (incl. refugee-like situations),6
2014,China,Syrian Arab Rep.,Asylum-seekers,1
2014,China,Syrian Arab Rep.,Refugees (incl. refugee-like situations),5
2014,Côte d'Ivoire,Syrian Arab Rep.,Asylum-seekers,16
2014,Côte d'Ivoire,Syrian Arab Rep.,Refugees (incl. refugee-like situations),3
2014,Cameroon,Syrian Arab Rep.,Asylum-seekers,11
2014,Cameroon,Syrian Arab Rep.,Refugees (incl. refugee-like situations),2
2014,Dem. Rep. of the Congo,Syrian Arab Rep.,Asylum-seekers,2
2014,Colombia,Syrian Arab Rep.,Asylum-seekers,2
2014,Colombia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),4
2014,Costa Rica,Syrian Arab Rep.,Asylum-seekers,4
2014,Costa Rica,Syrian Arab Rep.,Refugees (incl. refugee-like situations),5
2014,Cuba,Syrian Arab Rep.,Refugees (incl. refugee-like situations),20
2014,Curaçao,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2014,Cyprus,Syrian Arab Rep.,Asylum-seekers,1109
2014,Cyprus,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1451
2014,Czech Rep.,Syrian Arab Rep.,Asylum-seekers,54
2014,Czech Rep.,Syrian Arab Rep.,Refugees (incl. refugee-like situations),236
2014,Germany,Syrian Arab Rep.,Asylum-seekers,29591
2014,Germany,Syrian Arab Rep.,Refugees (incl. refugee-like situations),40994
2014,Djibouti,Syrian Arab Rep.,Asylum-seekers,4
2014,Denmark,Syrian Arab Rep.,Asylum-seekers,1468
2014,Denmark,Syrian Arab Rep.,Refugees (incl. refugee-like situations),7253
2014,Dominican Rep.,Syrian Arab Rep.,Asylum-seekers,1
2014,Dominican Rep.,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2014,Algeria,Syrian Arab Rep.,Asylum-seekers,4108
2014,Ecuador,Syrian Arab Rep.,Refugees (incl. refugee-like situations),13
2014,Egypt,Syrian Arab Rep.,Refugees (incl. refugee-like situations),138381
2014,Spain,Syrian Arab Rep.,Asylum-seekers,781
2014,Spain,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1336
2014,Estonia,Syrian Arab Rep.,Asylum-seekers,4
2014,Estonia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),6
2014,Ethiopia,Syrian Arab Rep.,Asylum-seekers,8
2014,Finland,Syrian Arab Rep.,Asylum-seekers,55
2014,Finland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),438
2014,France,Syrian Arab Rep.,Asylum-seekers,1239
2014,France,Syrian Arab Rep.,Refugees (incl. refugee-like situations),2882
2014,Gabon,Syrian Arab Rep.,Asylum-seekers,1
2014,United Kingdom,Syrian Arab Rep.,Asylum-seekers,1329
2014,United Kingdom,Syrian Arab Rep.,Refugees (incl. refugee-like situations),4573
2014,Georgia,Syrian Arab Rep.,Asylum-seekers,34
2014,Georgia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),471
2014,Ghana,Syrian Arab Rep.,Asylum-seekers,73
2014,Ghana,Syrian Arab Rep.,Refugees (incl. refugee-like situations),5
2014,Greece,Syrian Arab Rep.,Asylum-seekers,182
2014,Greece,Syrian Arab Rep.,Refugees (incl. refugee-like situations),3913
2014,"China, Hong Kong SAR",Syrian Arab Rep.,Asylum-seekers,2
2014,Croatia,Syrian Arab Rep.,Asylum-seekers,6
2014,Croatia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),22
2014,Hungary,Syrian Arab Rep.,Asylum-seekers,823
2014,Hungary,Syrian Arab Rep.,Refugees (incl. refugee-like situations),334
2014,Indonesia,Syrian Arab Rep.,Asylum-seekers,43
2014,Indonesia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),43
2014,India,Syrian Arab Rep.,Asylum-seekers,18
2014,India,Syrian Arab Rep.,Refugees (incl. refugee-like situations),27
2014,Ireland,Syrian Arab Rep.,Asylum-seekers,11
2014,Ireland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),176
2014,Iraq,Syrian Arab Rep.,Asylum-seekers,1225
2014,Iraq,Syrian Arab Rep.,Others of concern,1
2014,Iraq,Syrian Arab Rep.,Refugees (incl. refugee-like situations),234196
2014,Iceland,Syrian Arab Rep.,Asylum-seekers,5
2014,Iceland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),7
2014,Israel,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2014,Italy,Syrian Arab Rep.,Asylum-seekers,331
2014,Italy,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1144
2014,Jamaica,Syrian Arab Rep.,Refugees (incl. refugee-like situations),3
2014,Jordan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),623112
2014,Japan,Syrian Arab Rep.,Asylum-seekers,12
2014,Japan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),41
2014,Kazakhstan,Syrian Arab Rep.,Asylum-seekers,28
2014,Kazakhstan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),14
2014,Kenya,Syrian Arab Rep.,Asylum-seekers,5
2014,Kyrgyzstan,Syrian Arab Rep.,Asylum-seekers,17
2014,Kyrgyzstan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),56
2014,Cambodia,Syrian Arab Rep.,Asylum-seekers,1
2014,Rep. of Korea,Syrian Arab Rep.,Asylum-seekers,64
2014,Rep. of Korea,Syrian Arab Rep.,Refugees (incl. refugee-like situations),503
2014,Kuwait,Syrian Arab Rep.,Asylum-seekers,7
2014,Kuwait,Syrian Arab Rep.,Refugees (incl. refugee-like situations),15
2014,Lebanon,Syrian Arab Rep.,Asylum-seekers,417
2014,Lebanon,Syrian Arab Rep.,Others of concern,1992
2014,Lebanon,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1147494
2014,Liberia,Syrian Arab Rep.,Asylum-seekers,2
2014,Liberia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),6
2014,Libya,Syrian Arab Rep.,Refugees (incl. refugee-like situations),18653
2014,Saint Lucia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2014,Liechtenstein,Syrian Arab Rep.,Refugees (incl. refugee-like situations),5
2014,Sri Lanka,Syrian Arab Rep.,Asylum-seekers,5
2014,Sri Lanka,Syrian Arab Rep.,Refugees (incl. refugee-like situations),3
2014,Lithuania,Syrian Arab Rep.,Asylum-seekers,4
2014,Lithuania,Syrian Arab Rep.,Refugees (incl. refugee-like situations),20
2014,Luxembourg,Syrian Arab Rep.,Asylum-seekers,60
2014,Luxembourg,Syrian Arab Rep.,Refugees (incl. refugee-like situations),59
2014,Latvia,Syrian Arab Rep.,Asylum-seekers,17
2014,Latvia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),52
2014,"China, Macao SAR",Syrian Arab Rep.,Asylum-seekers,1
2014,Morocco,Syrian Arab Rep.,Refugees (incl. refugee-like situations),647
2014,Rep. of Moldova,Syrian Arab Rep.,Asylum-seekers,22
2014,Rep. of Moldova,Syrian Arab Rep.,Refugees (incl. refugee-like situations),186
2014,Mexico,Syrian Arab Rep.,Asylum-seekers,6
